timestamp_utc,iteration,resources,parallelism,up_seconds,destroy_seconds,total_seconds,success
2026-09-23T21:03:06.977418+00:00,1,10,1,2.1876566250000007,1.399751791,3.5874084160000006,True
2026-09-23T21:03:12.664615+00:00,2,10,1,2.2620354999999996,1.4187789590000008,3.6808144590000005,True
2026-09-23T21:03:18.725817+00:00,3,10,1,2.2670343750000015,1.7884059579999985,4.055440333,True
2026-09-23T21:03:24.656259+00:00,4,10,1,2.3205624580000013,1.6042140419999988,3.9247765,True
2026-09-23T21:03:30.905051+00:00,5,10,1,2.624869125,1.6180117919999972,4.242880916999997,True
2026-09-23T21:03:36.580133+00:00,6,10,1,2.255767083000002,1.4133020410000015,3.6690691240000035,True
2026-09-23T21:03:42.492615+00:00,7,10,1,2.466119375000005,1.4403447079999978,3.906464083000003,True
2026-09-23T21:03:48.595215+00:00,8,10,1,2.2612546249999994,1.835562375000002,4.0968170000000015,True
2026-09-23T21:03:54.733873+00:00,9,10,1,2.5511614589999994,1.5815568749999969,4.132718333999996,True
2026-09-23T21:04:00.935268+00:00,10,10,1,2.5181727920000014,1.677346459000006,4.195519251000007,True
2026-09-23T21:04:07.358541+00:00,11,10,1,2.729643291000002,1.6881281659999985,4.417771457000001,True
2026-09-23T21:04:13.273555+00:00,12,10,1,2.274313042000003,1.6344812500000074,3.9087942920000103,True
2026-09-23T21:04:19.023560+00:00,13,10,1,2.264513375000007,1.4798374159999952,3.7443507910000022,True
2026-09-23T21:04:24.923307+00:00,14,10,1,2.357113666999993,1.5368617080000035,3.8939753749999966,True
2026-09-23T21:04:32.196471+00:00,15,10,1,3.4411943329999986,1.8295835840000052,5.270777917000004,True
2026-09-23T21:04:38.113632+00:00,16,10,1,2.400523082999996,1.5155025420000072,3.916025625000003,True
2026-09-23T21:04:43.865212+00:00,17,10,1,2.299762166000008,1.4461806660000036,3.7459428320000114,True
2026-09-23T21:04:49.913460+00:00,18,10,1,2.5229647919999962,1.5196415420000022,4.0426063339999985,True
2026-09-23T21:04:56.291598+00:00,19,10,1,2.5665569169999998,1.8057906250000002,4.372347542,True
2026-09-23T21:05:02.253713+00:00,20,10,1,2.428641958,1.5273685000000086,3.9560104580000086,True
2026-09-23T21:05:08.074538+00:00,21,10,1,2.3178630840000096,1.4972892499999944,3.815152334000004,True
2026-09-23T21:05:14.091827+00:00,22,10,1,2.335603292000002,1.6759429580000074,4.011546250000009,True
2026-09-23T21:05:20.160252+00:00,23,10,1,2.36720274999999,1.6952924999999937,4.062495249999984,True
2026-09-23T21:05:26.051166+00:00,24,10,1,2.4210699579999755,1.4641294580000022,3.8851994159999776,True
2026-09-23T21:05:31.897291+00:00,25,10,1,2.2752763750000042,1.5650839580000024,3.8403603330000067,True
2026-09-23T21:05:37.696934+00:00,26,10,1,2.2708877080000036,1.5231541660000119,3.7940418740000155,True
2026-09-23T21:05:43.467179+00:00,27,10,1,2.2561355420000098,1.508087875000001,3.764223417000011,True
2026-09-23T21:05:49.245887+00:00,28,10,1,2.2800385410000104,1.4929312920000086,3.772969833000019,True
2026-09-23T21:05:55.391032+00:00,29,10,1,2.6426866250000103,1.496522041999981,4.139208666999991,True
2026-09-23T21:06:01.258508+00:00,30,10,1,2.3096024580000005,1.5521396670000058,3.8617421250000064,True
2026-09-23T21:06:06.172841+00:00,1,10,2,1.794387707999988,1.114400125000003,2.908787832999991,True
2026-09-23T21:06:11.009076+00:00,2,10,2,1.729294667000005,1.1011998329999813,2.830494499999986,True
2026-09-23T21:06:15.937502+00:00,3,10,2,1.8391681669999969,1.083527958000019,2.922696125000016,True
2026-09-23T21:06:21.006174+00:00,4,10,2,1.8938837910000075,1.1691124580000007,3.062996249000008,True
2026-09-23T21:06:26.162936+00:00,5,10,2,2.0035065410000072,1.147403541000017,3.150910082000024,True
2026-09-23T21:06:31.223736+00:00,6,10,2,1.9324892079999927,1.1229607500000043,3.055449957999997,True
2026-09-23T21:06:36.321388+00:00,7,10,2,1.9058065419999934,1.1883175839999751,3.0941241259999686,True
2026-09-23T21:06:41.467025+00:00,8,10,2,1.9586263749999944,1.1810534999999902,3.1396798749999846,True
2026-09-23T21:06:46.591337+00:00,9,10,2,1.8581890419999922,1.2615660419999983,3.1197550839999906,True
